ens_gene,target_id
LOC111247046,XM_022797589.1
LOC111247046,XM_022797596.1
LOC111247046,XM_022797604.1
LOC111247046,XM_022797579.1
LOC111247046,XM_022797610.1
LOC111246225,XM_022795498.1
LOC111246225,XM_022795489.1
LOC111246225,XM_022795484.1
LOC111246225,XM_022795473.1
LOC111246225,XM_022795515.1
LOC111246225,XM_022795508.1
LOC111255612,XM_022817754.1
LOC111255590,XM_022817738.1
LOC111255590,XM_022817729.1
LOC111255590,XM_022817723.1
LOC111255590,XM_022817714.1
LOC111243401,XM_022788901.1
LOC111243401,XM_022788900.1
LOC111243402,XM_022788902.1
LOC111243399,XM_022788893.1
LOC111243399,XM_022788894.1
LOC111243399,XM_022788892.1
LOC111243400,XM_022788896.1
LOC111243400,XM_022788895.1
LOC111243400,XM_022788897.1
LOC111249670,XM_022803885.1
LOC111249670,XM_022803867.1
LOC111249670,XM_022803875.1
LOC111249670,XM_022803858.1
LOC111249692,XM_022803910.1
LOC111249692,XM_022803925.1
LOC111249692,XM_022803917.1
LOC111249686,XM_022803898.1
LOC111249707,XM_022803940.1
LOC111253862,XM_022814003.1
LOC111253862,XM_022813997.1
LOC111253862,XM_022814019.1
LOC111253862,XM_022814010.1
LOC111243379,XM_022788844.1
LOC111243379,XM_022788840.1
LOC111243379,XM_022788839.1
LOC111243379,XM_022788837.1
LOC111243379,XM_022788835.1
LOC111243379,XM_022788842.1
LOC111243379,XM_022788843.1
LOC111243379,XM_022788838.1
LOC111243379,XM_022788836.1
LOC111243379,XM_022788841.1
LOC111243378,XM_022788833.1
LOC111243877,XM_022790139.1
LOC111243877,XM_022790181.1
LOC111243877,XM_022790162.1
LOC111243877,XM_022790191.1
LOC111243877,XM_022790155.1
LOC111243877,XM_022790171.1
LOC111243877,XM_022790200.1
LOC111243877,XM_022790210.1
LOC111243877,XM_022790147.1
LOC111243877,XM_022790221.1
LOC111243877,XM_022790130.1
LOC111246911,XM_022797303.1
LOC111246911,XM_022797311.1
LOC111246911,XM_022797294.1
LOC111246925,XM_022797322.1
LOC111255401,XM_022817337.1
LOC111255401,XM_022817336.1
LOC111248399,XM_022800711.1
LOC111248399,XM_022800719.1
LOC111248399,XM_022800702.1
LOC111248399,XM_022800691.1
LOC111248399,XM_022800683.1
LOC111253264,XM_022812426.1
LOC111243214,XM_022788430.1
LOC111243214,XM_022788431.1
LOC111243214,XM_022788432.1
LOC111243214,XM_022788434.1
LOC111243214,XM_022788435.1
LOC111255574,XM_022817673.1
LOC111255574,XM_022817672.1
LOC111248789,XM_022801734.1
LOC111248781,XM_022801711.1
LOC111248781,XM_022801720.1
LOC111255301,XM_022817108.1
LOC111249381,XM_022803189.1
LOC111249977,XM_022804493.1
LOC111254712,XM_022815860.1
LOC111254712,XM_022815852.1
LOC111254712,XM_022815842.1
LOC111252137,XM_022809640.1
LOC111252137,XM_022809648.1
LOC111244390,XM_022791482.1
LOC111248431,XM_022800836.1
LOC111248431,XM_022800797.1
LOC111248431,XM_022800806.1
LOC111248431,XM_022800824.1
LOC111248431,XM_022800814.1
LOC111248431,XM_022800788.1
LOC111248431,XM_022800846.1
LOC111248431,XM_022800779.1
LOC111248431,XM_022800855.1
LOC111248453,XM_022800898.1
LOC111245579,XM_022794196.1
LOC111245579,XM_022794116.1
LOC111245579,XM_022794108.1
LOC111245579,XM_022794124.1
LOC111245579,XM_022794152.1
LOC111245579,XM_022794133.1
LOC111245579,XM_022794168.1
LOC111245579,XM_022794142.1
LOC111245579,XM_022794178.1
LOC111245579,XM_022794159.1
LOC111245579,XM_022794187.1
LOC111254865,XM_022816180.1
LOC111254859,XM_022816157.1
LOC111243010,XM_022788004.1
LOC111243010,XM_022788005.1
LOC111247539,XM_022798577.1
LOC111247539,XM_022798595.1
LOC111247539,XM_022798585.1
LOC111247539,XM_022798605.1
LOC111247554,XM_022798664.1
LOC111247554,XM_022798673.1
LOC111247554,XM_022798627.1
LOC111247554,XM_022798637.1
LOC111247554,XM_022798618.1
LOC111247554,XM_022798645.1
LOC111247554,XM_022798656.1
LOC111248515,XM_022800995.1
LOC111255577,XM_022817678.1
LOC111255577,XM_022817680.1
LOC111255577,XM_022817681.1
LOC111244434,XM_022791622.1
LOC111242855,XM_022787753.1
LOC111242855,XM_022787751.1
LOC111242855,XM_022787754.1
LOC111242855,XM_022787749.1
LOC111242855,XM_022787750.1
LOC111242982,XM_022787975.1
LOC111242982,XM_022787983.1
LOC111242994,XM_022787993.1
LOC111252364,XM_022810107.1
LOC111252364,XM_022810117.1
LOC111252364,XM_022810136.1
LOC111252364,XM_022810127.1
LOC111252364,XM_022810145.1
LOC111249058,XM_022802382.1
LOC111243505,XM_022789178.1
LOC111243505,XM_022789177.1
LOC111243505,XM_022789176.1
LOC111243505,XM_022789179.1
LOC111243506,XM_022789180.1
LOC111243182,XM_022788374.1
LOC111243182,XM_022788375.1
LOC111243181,XM_022788372.1
LOC111243180,XM_022788370.1
LOC111243180,XM_022788371.1
LOC111242843,XM_022787717.1
LOC111242843,XM_022787716.1
LOC111242843,XM_022787718.1
LOC111254598,XM_022815603.1
LOC111254594,XM_022815591.1
LOC111245001,XM_022792692.1
LOC111245001,XM_022792710.1
LOC111245001,XM_022792700.1
LOC111245001,XM_022792682.1
LOC111245001,XM_022792727.1
LOC111245001,XM_022792718.1
LOC111245001,XM_022792736.1
LOC111245001,XM_022792742.1
LOC111244501,XM_022791739.1
LOC111248919,XM_022802043.1
LOC111248911,XM_022802021.1
LOC111243261,XM_022788537.1
LOC111243261,XM_022788527.1
LOC111243261,XM_022788546.1
LOC111243251,XM_022788516.1
LOC111243251,XM_022788506.1
LOC111243122,XM_022788215.1
LOC111249628,XM_022803730.1
LOC111244571,XM_022791841.1
LOC111243343,XM_022788738.1
LOC111243343,XM_022788735.1
LOC111243343,XM_022788734.1
LOC111243343,XM_022788737.1
LOC111243344,XM_022788739.1
LOC111243344,XM_022788740.1
LOC111243342,XM_022788733.1
LOC111243345,XM_022788741.1
LOC111255435,XM_022817405.1
LOC111242842,XM_022787715.1
LOC111242842,XM_022787714.1
LOC111255595,XM_022817717.1
LOC111242856,XM_022787756.1
LOC111242856,XM_022787755.1
LOC111250478,XM_022805809.1
LOC111244406,XM_022791531.1
LOC111244406,XM_022791510.1
LOC111244406,XM_022791492.1
LOC111244406,XM_022791521.1
LOC111244406,XM_022791539.1
LOC111244406,XM_022791483.1
LOC111244406,XM_022791501.1
LOC111244406,XM_022791547.1
LOC111253384,XM_022812701.1
LOC111253384,XM_022812692.1
LOC111253384,XM_022812725.1
LOC111253384,XM_022812744.1
LOC111253384,XM_022812716.1
LOC111253384,XM_022812710.1
LOC111253384,XM_022812734.1
LOC111253363,XM_022812664.1
LOC111253363,XM_022812646.1
LOC111253363,XM_022812677.1
LOC111253363,XM_022812654.1
LOC111253363,XM_022812671.1
LOC111255502,XM_022817538.1
LOC111255393,XM_022817322.1
LOC111244633,XM_022791963.1
LOC111253238,XM_022812366.1
LOC111253238,XM_022812376.1
LOC111249768,XM_022804075.1
LOC111249768,XM_022804066.1
LOC111255589,XM_022817709.1
LOC111255589,XM_022817711.1
LOC111255589,XM_022817708.1
LOC111255589,XM_022817712.1
LOC111255589,XM_022817710.1
LOC111255591,XM_022817713.1
LOC111255588,XM_022817706.1
LOC111255588,XM_022817707.1
LOC111255587,XM_022817705.1
LOC111252750,XM_022811125.1
LOC111252750,XM_022811152.1
LOC111252750,XM_022811134.1
LOC111252750,XM_022811142.1
LOC111250752,XM_022806446.1
LOC111243219,XM_022788436.1
LOC111243104,XM_022788189.1
LOC111248130,XM_022799933.1
LOC111248136,XM_022799954.1
LOC111248136,XM_022799963.1
LOC111248136,XM_022799945.1
LOC111248136,XM_022799982.1
LOC111248136,XM_022799973.1
LOC111254585,XM_022815567.1
LOC111255425,XM_022817389.1
LOC111255425,XM_022817390.1
LOC111242919,XM_022787867.1
LOC111242919,XM_022787866.1
LOC111244180,XM_022791022.1
LOC111244180,XM_022791049.1
LOC111244180,XM_022790966.1
LOC111244180,XM_022790984.1
LOC111244180,XM_022790992.1
LOC111244180,XM_022791007.1
LOC111244180,XM_022791012.1
LOC111244180,XM_022790976.1
LOC111244180,XM_022790998.1
LOC111244180,XM_022791032.1
LOC111244180,XM_022791073.1
LOC111244180,XM_022791042.1
LOC111244180,XM_022791080.1
LOC111242969,XM_022787941.1
LOC111242969,XM_022787942.1
LOC111242969,XM_022787943.1
LOC111242969,XM_022787939.1
LOC111242969,XM_022787940.1
LOC111247748,XM_022799057.1
LOC111243475,XM_022789110.1
LOC111243475,XM_022789109.1
LOC111243475,XM_022789111.1
LOC111243471,XM_022789104.1
LOC111243471,XM_022789101.1
LOC111243471,XM_022789100.1
LOC111243471,XM_022789102.1
LOC111243471,XM_022789099.1
LOC111243471,XM_022789103.1
LOC111243470,XM_022789097.1
LOC111243470,XM_022789098.1
LOC111244705,XM_022792081.1
LOC111244763,XM_022792199.1
LOC111243474,XM_022789108.1
LOC111243473,XM_022789105.1
LOC111243473,XM_022789106.1
LOC111255498,XM_022817531.1
LOC111242807,XM_022787631.1
LOC111249103,XM_022802521.1
LOC111249103,XM_022802820.1
LOC111249103,XM_022802606.1
LOC111249103,XM_022802699.1
LOC111249274,XM_022802949.1
LOC111249274,XM_022803039.1
LOC111249274,XM_022803299.1
LOC111249274,XM_022803212.1
LOC111249274,XM_022803376.1
LOC111249274,XM_022803129.1
LOC111245740,XM_022794464.1
LOC111245740,XM_022794458.1
LOC111254605,XM_022815634.1
LOC111254605,XM_022815616.1
LOC111254605,XM_022815624.1
LOC111251562,XM_022808256.1
LOC111251562,XM_022808237.1
LOC111251562,XM_022808249.1
LOC111251562,XM_022808244.1
LOC111251600,XM_022808295.1
LOC111251600,XM_022808323.1
LOC111251600,XM_022808305.1
LOC111251600,XM_022808314.1
LOC111251600,XM_022808333.1
LOC111251553,XM_022808227.1
LOC111251583,XM_022808283.1
LOC111251583,XM_022808277.1
LOC111251583,XM_022808268.1
LOC111251616,XM_022808350.1
LOC111251616,XM_022808379.1
LOC111251616,XM_022808359.1
LOC111251616,XM_022808388.1
LOC111251616,XM_022808371.1
LOC111251616,XM_022808364.1
LOC111255319,XM_022817181.1
LOC111244906,XM_022792454.1
LOC111244906,XM_022792481.1
LOC111244906,XM_022792490.1
LOC111244906,XM_022792463.1
LOC111244906,XM_022792473.1
LOC111244906,XM_022792499.1
LOC111244906,XM_022792553.1
LOC111244906,XM_022792530.1
LOC111244906,XM_022792544.1
LOC111244906,XM_022792509.1
LOC111244906,XM_022792519.1
LOC111244906,XM_022792536.1
LOC111254790,XM_022816016.1
LOC111243530,XM_022789255.1
LOC111243530,XM_022789261.1
LOC111243530,XM_022789253.1
LOC111243530,XM_022789254.1
LOC111243530,XM_022789256.1
LOC111243530,XM_022789257.1
LOC111243530,XM_022789260.1
LOC111243530,XM_022789259.1
LOC111245466,XM_022793859.1
LOC111243415,XM_022788948.1
LOC111243415,XM_022788957.1
LOC111243415,XM_022788967.1
LOC111243428,XM_022788996.1
LOC111243428,XM_022788987.1
LOC111243428,XM_022788981.1
LOC111246429,XM_022796002.1
LOC111246429,XM_022796010.1
LOC111246429,XM_022796017.1
LOC111246443,XM_022796068.1
LOC111246443,XM_022796076.1
LOC111246443,XM_022796050.1
LOC111246443,XM_022796086.1
LOC111246443,XM_022796031.1
LOC111246443,XM_022796039.1
LOC111246443,XM_022796059.1
LOC111249096,XM_022802468.1
LOC111249096,XM_022802487.1
LOC111249096,XM_022802476.1
LOC111249110,XM_022802517.1
LOC111249110,XM_022802526.1
LOC111249110,XM_022802498.1
LOC111249110,XM_022802539.1
LOC111249110,XM_022802533.1
LOC111249110,XM_022802509.1
LOC111249110,XM_022802549.1
LOC111255396,XM_022817323.1
LOC111246884,XM_022797243.1
LOC111246884,XM_022797235.1
LOC111246897,XM_022797272.1
LOC111246897,XM_022797273.1
LOC111246897,XM_022797280.1
LOC111246894,XM_022797268.1
LOC111246892,XM_022797254.1
LOC111253521,XM_022813050.1
LOC111253521,XM_022813069.1
LOC111253521,XM_022813042.1
LOC111253521,XM_022813014.1
LOC111253521,XM_022813024.1
LOC111253521,XM_022813033.1
LOC111253521,XM_022813059.1
LOC111243209,XM_022788428.1
LOC111254839,XM_022816104.1
LOC111254839,XM_022816114.1
LOC111255493,XM_022817523.1
LOC111255493,XM_022817521.1
LOC111255493,XM_022817522.1
LOC111255493,XM_022817525.1
LOC111255598,XM_022817722.1
LOC111255598,XM_022817720.1
LOC111255598,XM_022817721.1
LOC111243017,XM_022788014.1
LOC111242865,XM_022787769.1
LOC111246764,XM_022796920.1
LOC111246764,XM_022796930.1
LOC111246764,XM_022796947.1
LOC111246764,XM_022796938.1
LOC111246764,XM_022796954.1
LOC111246743,XM_022796880.1
LOC111246743,XM_022796871.1
LOC111246743,XM_022796854.1
LOC111246743,XM_022796895.1
LOC111246743,XM_022796904.1
LOC111246743,XM_022796888.1
LOC111246185,XM_022795375.1
LOC111246175,XM_022795337.1
LOC111246175,XM_022795352.1
LOC111246175,XM_022795361.1
LOC111250805,XM_022806581.1
LOC111249079,XM_022802426.1
LOC111249066,XM_022802396.1
LOC111249066,XM_022802414.1
LOC111249066,XM_022802404.1
LOC111255358,XM_022817259.1
LOC111253668,XM_022813428.1
LOC111253668,XM_022813437.1
LOC111253668,XM_022813407.1
LOC111253668,XM_022813418.1
LOC111255443,XM_022817431.1
LOC111255443,XM_022817414.1
LOC111255443,XM_022817419.1
LOC111255443,XM_022817424.1
LOC111255416,XM_022817379.1
LOC111255416,XM_022817387.1
LOC111255416,XM_022817396.1
LOC111255416,XM_022817404.1
LOC111243305,XM_022788651.1
LOC111243305,XM_022788652.1
LOC111243304,XM_022788650.1
LOC111243304,XM_022788644.1
LOC111243304,XM_022788645.1
LOC111243304,XM_022788643.1
LOC111243304,XM_022788649.1
LOC111243304,XM_022788648.1
LOC111243304,XM_022788647.1
LOC111243309,XM_022788654.1
LOC111243309,XM_022788656.1
LOC111243309,XM_022788655.1
LOC111243309,XM_022788657.1
LOC111243309,XM_022788658.1
LOC111243309,XM_022788659.1
LOC111243309,XM_022788660.1
LOC111243309,XM_022788661.1
LOC111242931,XM_022787878.1
LOC111242931,XM_022787879.1
LOC111242931,XM_022787877.1
LOC111254578,XM_022815556.1
LOC111242860,XM_022787763.1
LOC111242973,XM_022787948.1
LOC111242973,XM_022787947.1
LOC111243136,XM_022788245.1
LOC111243136,XM_022788246.1
LOC111243136,XM_022788247.1
LOC111243136,XM_022788249.1
LOC111243136,XM_022788248.1
LOC111244767,XM_022792166.1
LOC111244767,XM_022792172.1
LOC111244744,XM_022792138.1
LOC111244744,XM_022792121.1
LOC111244744,XM_022792130.1
LOC111244744,XM_022792155.1
LOC111244744,XM_022792146.1
LOC111244778,XM_022792194.1
LOC111244778,XM_022792186.1
LOC111248879,XM_022801945.1
LOC111243453,XM_022789044.1
LOC111243453,XM_022789045.1
LOC111243452,XM_022789038.1
LOC111243452,XM_022789043.1
LOC111243452,XM_022789039.1
LOC111243452,XM_022789040.1
LOC111243452,XM_022789034.1
LOC111243452,XM_022789035.1
LOC111243452,XM_022789042.1
LOC111243452,XM_022789037.1
LOC111243452,XM_022789041.1
LOC111243455,XM_022789053.1
LOC111243455,XM_022789047.1
LOC111243455,XM_022789046.1
LOC111243455,XM_022789051.1
LOC111243455,XM_022789048.1
LOC111243455,XM_022789050.1
LOC111243455,XM_022789052.1
LOC111243456,XM_022789055.1
LOC111243456,XM_022789054.1
LOC111243457,XM_022789056.1
LOC111245700,XM_022794370.1
LOC111245692,XM_022794357.1
LOC111245705,XM_022794385.1
LOC111243539,XM_022789277.1
LOC111243539,XM_022789278.1
LOC111243539,XM_022789279.1
LOC111243540,XM_022789283.1
LOC111243540,XM_022789286.1
LOC111243540,XM_022789281.1
LOC111243540,XM_022789285.1
LOC111243540,XM_022789282.1
LOC111243540,XM_022789280.1
LOC111246381,XM_022795915.1
LOC111246381,XM_022795934.1
LOC111246381,XM_022795887.1
LOC111246381,XM_022795896.1
LOC111246381,XM_022795905.1
LOC111246381,XM_022795925.1
LOC111246381,XM_022795877.1
LOC111252683,XM_022810964.1
LOC111252654,XM_022810902.1
LOC111252654,XM_022810894.1
LOC111252664,XM_022810942.1
LOC111252664,XM_022810923.1
LOC111252664,XM_022810951.1
LOC111252664,XM_022810933.1
LOC111252664,XM_022810914.1
LOC111253470,XM_022812887.1
LOC111253470,XM_022812896.1
LOC111253470,XM_022812907.1
LOC111253470,XM_022812877.1
LOC111250498,XM_022805867.1
LOC111255602,XM_022817727.1
LOC111243218,XM_022788437.1
LOC111243204,XM_022788429.1
LOC111243204,XM_022788425.1
LOC111255432,XM_022817400.1
LOC111255432,XM_022817402.1
LOC111255432,XM_022817401.1
LOC111255328,XM_022817193.1
LOC111255329,XM_022817194.1
LOC111255326,XM_022817190.1
LOC111255327,XM_022817192.1
LOC111250352,XM_022805475.1
LOC111250352,XM_022805472.1
LOC111255465,XM_022817446.1
LOC111252028,XM_022809349.1
LOC111252028,XM_022809356.1
LOC111243516,XM_022789212.1
LOC111243516,XM_022789213.1
LOC111243516,XM_022789210.1
LOC111243516,XM_022789208.1
LOC111243516,XM_022789209.1
LOC111249814,XM_022804380.1
LOC111249814,XM_022804457.1
LOC111249814,XM_022804300.1
LOC111249814,XM_022804216.1
LOC111249996,XM_022804758.1
LOC111249996,XM_022804668.1
LOC111249996,XM_022804586.1
LOC111247743,XM_022799043.1
LOC111244573,XM_022791812.1
LOC111244577,XM_022791824.1
LOC111244586,XM_022791835.1
LOC111255367,XM_022817272.1
LOC111242972,XM_022787945.1
LOC111242972,XM_022787946.1
LOC111242872,XM_022787789.1
LOC111248886,XM_022801967.1
LOC111248886,XM_022801958.1
LOC111248896,XM_022801982.1
LOC111248896,XM_022801990.1
LOC111248896,XM_022801999.1
LOC111248896,XM_022802008.1
LOC111244824,XM_022792330.1
LOC111243720,XM_022789709.1
LOC111243529,XM_022789252.1
LOC111243527,XM_022789240.1
LOC111243527,XM_022789244.1
LOC111243527,XM_022789248.1
LOC111243527,XM_022789249.1
LOC111243527,XM_022789238.1
LOC111243527,XM_022789241.1
LOC111243527,XM_022789245.1
LOC111243527,XM_022789239.1
LOC111243527,XM_022789246.1
LOC111243527,XM_022789247.1
LOC111243527,XM_022789250.1
LOC111243527,XM_022789251.1
LOC111243527,XM_022789242.1
LOC111244882,XM_022792446.1
LOC111254088,XM_022814594.1
LOC111254088,XM_022814607.1
LOC111254088,XM_022814602.1
LOC111255635,XM_022817800.1
LOC111255635,XM_022817801.1
LOC111253578,XM_022813207.1
LOC111253578,XM_022813218.1
LOC111253563,XM_022813176.1
LOC111253563,XM_022813156.1
LOC111253563,XM_022813185.1
LOC111253563,XM_022813166.1
LOC111253563,XM_022813193.1
LOC111253688,XM_022813481.1
LOC111253688,XM_022813471.1
LOC111253688,XM_022813463.1
LOC111253677,XM_022813450.1
LOC111253677,XM_022813458.1
LOC111253699,XM_022813504.1
LOC111253699,XM_022813495.1
LOC111246025,XM_022795208.1
LOC111255406,XM_022817359.1
LOC111255406,XM_022817361.1
LOC111255406,XM_022817360.1
LOC111255406,XM_022817356.1
LOC111255406,XM_022817355.1
LOC111255406,XM_022817357.1
LOC111255410,XM_022817371.1
LOC111255407,XM_022817363.1
LOC111255407,XM_022817362.1
LOC111255407,XM_022817364.1
LOC111255409,XM_022817366.1
LOC111255409,XM_022817370.1
LOC111255409,XM_022817369.1
LOC111255409,XM_022817367.1
LOC111255408,XM_022817365.1
LOC111249366,XM_022803177.1
LOC111249366,XM_022803160.1
LOC111249366,XM_022803167.1
LOC111249366,XM_022803151.1
LOC111252766,XM_022811166.1
LOC111252770,XM_022811180.1
LOC111252770,XM_022811189.1
LOC111255466,XM_022817448.1
LOC111255466,XM_022817447.1
LOC111255500,XM_022817536.1
LOC111250708,XM_022806324.1
LOC111243512,XM_022789219.1
LOC111243512,XM_022789211.1
LOC111243512,XM_022789204.1
LOC111243524,XM_022789233.1
LOC111243524,XM_022789243.1
LOC111252786,XM_022811310.1
LOC111252786,XM_022811243.1
LOC111252786,XM_022811235.1
LOC111252786,XM_022811270.1
LOC111252786,XM_022811317.1
LOC111252786,XM_022811280.1
LOC111252786,XM_022811290.1
LOC111252786,XM_022811253.1
LOC111252786,XM_022811224.1
LOC111252786,XM_022811325.1
LOC111252786,XM_022811335.1
LOC111252786,XM_022811262.1
LOC111252786,XM_022811301.1
LOC111250018,XM_022804630.1
LOC111250018,XM_022804608.1
LOC111250018,XM_022804621.1
LOC111255296,XM_022817104.1
LOC111253594,XM_022813253.1
LOC111253594,XM_022813239.1
LOC111253587,XM_022813225.1
LOC111255614,XM_022817760.1
LOC111255614,XM_022817757.1
LOC111255614,XM_022817755.1
LOC111255614,XM_022817758.1
LOC111255614,XM_022817756.1
LOC111255614,XM_022817759.1
LOC111251025,XM_022807178.1
LOC111248306,XM_022800924.1
LOC111248306,XM_022800743.1
LOC111248306,XM_022801693.1
LOC111248306,XM_022801158.1
LOC111248306,XM_022800835.1
LOC111248306,XM_022800994.1
LOC111248306,XM_022801068.1
LOC111248306,XM_022801604.1
LOC111248306,XM_022801513.1
LOC111248306,XM_022801248.1
LOC111248306,XM_022801781.1
LOC111248306,XM_022800469.1
LOC111248306,XM_022800648.1
LOC111248306,XM_022800558.1
LOC111248306,XM_022801421.1
LOC111248306,XM_022801337.1
LOC111248306,XM_022801863.1
LOC111248988,XM_022802256.1
LOC111248885,XM_022801998.1
LOC111248885,XM_022802084.1
LOC111243330,XM_022788699.1
LOC111243330,XM_022788697.1
LOC111243330,XM_022788695.1
LOC111243330,XM_022788696.1
LOC111243330,XM_022788692.1
LOC111243330,XM_022788698.1
LOC111243330,XM_022788694.1
LOC111243330,XM_022788700.1
LOC111243330,XM_022788701.1
LOC111243334,XM_022788712.1
LOC111243334,XM_022788711.1
LOC111243334,XM_022788710.1
LOC111243334,XM_022788709.1
LOC111243334,XM_022788713.1
LOC111243334,XM_022788715.1
LOC111243334,XM_022788714.1
LOC111243334,XM_022788716.1
LOC111243333,XM_022788707.1
LOC111243331,XM_022788705.1
LOC111243331,XM_022788703.1
LOC111243331,XM_022788702.1
LOC111243331,XM_022788704.1
LOC111243331,XM_022788706.1
LOC111244934,XM_022792572.1
LOC111250537,XM_022805976.1
LOC111242867,XM_022787776.1
LOC111242867,XM_022787778.1
LOC111242867,XM_022787775.1
LOC111242867,XM_022787777.1
LOC111242881,XM_022787798.1
LOC111244988,XM_022792699.1
LOC111255580,XM_022817691.1
LOC111255580,XM_022817696.1
LOC111255580,XM_022817690.1
LOC111255580,XM_022817692.1
LOC111255580,XM_022817695.1
LOC111255580,XM_022817694.1
LOC111255580,XM_022817693.1
LOC111255579,XM_022817689.1
LOC111255579,XM_022817687.1
LOC111255281,XM_022817076.1
LOC111253075,XM_022811982.1
LOC111253069,XM_022811969.1
LOC111253069,XM_022811959.1
LOC111243030,XM_022788033.1
LOC111243408,XM_022788929.1
LOC111243407,XM_022788925.1
LOC111243407,XM_022788926.1
LOC111243407,XM_022788927.1
LOC111243407,XM_022788928.1
LOC111243406,XM_022788921.1
LOC111243406,XM_022788911.1
LOC111243406,XM_022788913.1
LOC111243406,XM_022788915.1
LOC111243406,XM_022788914.1
LOC111243406,XM_022788920.1
LOC111243406,XM_022788916.1
LOC111243406,XM_022788924.1
LOC111243406,XM_022788919.1
LOC111243406,XM_022788910.1
LOC111243406,XM_022788917.1
LOC111243406,XM_022788912.1
LOC111243406,XM_022788922.1
LOC111243406,XM_022788923.1
LOC111243409,XM_022788933.1
LOC111243409,XM_022788934.1
LOC111243409,XM_022788932.1
LOC111243409,XM_022788930.1
LOC111243409,XM_022788931.1
LOC111255248,XM_022817005.1
LOC111255248,XM_022817009.1
LOC111255248,XM_022817007.1
LOC111255248,XM_022817006.1
LOC111255248,XM_022817008.1
LOC111245040,XM_022792835.1
LOC111255333,XM_022817204.1
LOC111255333,XM_022817197.1
LOC111255333,XM_022817201.1
LOC111255333,XM_022817198.1
LOC111255333,XM_022817203.1
LOC111255333,XM_022817200.1
LOC111255333,XM_022817199.1
LOC111255333,XM_022817202.1
LOC111255333,XM_022817205.1
LOC111255334,XM_022817206.1
LOC111246697,XM_022796761.1
LOC111246697,XM_022796753.1
LOC111246697,XM_022796718.1
LOC111246697,XM_022796708.1
LOC111246697,XM_022796738.1
LOC111246697,XM_022796748.1
LOC111246697,XM_022796728.1
LOC111255454,XM_022817426.1
LOC111255454,XM_022817425.1
LOC111243446,XM_022789017.1
LOC111243446,XM_022789015.1
LOC111243446,XM_022789018.1
LOC111243446,XM_022789019.1
LOC111243446,XM_022789013.1
LOC111243446,XM_022789014.1
LOC111245090,XM_022792959.1
LOC111247296,XM_022798033.1
LOC111247296,XM_022798042.1
LOC111247296,XM_022798051.1
LOC111247296,XM_022798060.1
LOC111247313,XM_022798072.1
LOC111253755,XM_022813667.1
LOC111253755,XM_022813675.1
LOC111243165,XM_022788315.1
LOC111243165,XM_022788313.1
LOC111243165,XM_022788316.1
LOC111243165,XM_022788309.1
LOC111243165,XM_022788317.1
LOC111243165,XM_022788314.1
LOC111243165,XM_022788320.1
LOC111243165,XM_022788321.1
LOC111243165,XM_022788310.1
LOC111243165,XM_022788312.1
LOC111243165,XM_022788311.1
LOC111243165,XM_022788319.1
LOC111243167,XM_022788322.1
LOC111243168,XM_022788323.1
LOC111253417,XM_022812756.1
LOC111253417,XM_022812774.1
LOC111253417,XM_022812764.1
LOC111242958,XM_022787923.1
LOC111242958,XM_022787922.1
LOC111255451,XM_022817422.1
LOC111255451,XM_022817423.1
LOC111245854,XM_022794741.1
LOC111245858,XM_022794758.1
LOC111245816,XM_022794668.1
LOC111245816,XM_022794658.1
LOC111245816,XM_022794675.1
LOC111245816,XM_022794701.1
LOC111245816,XM_022794683.1
LOC111245816,XM_022794729.1
LOC111245816,XM_022794720.1
LOC111245816,XM_022794709.1
LOC111245816,XM_022794691.1
LOC111242960,XM_022787933.1
LOC111242960,XM_022787934.1
LOC111249405,XM_022803234.1
LOC111249405,XM_022803244.1
LOC111249400,XM_022803222.1
LOC111242884,XM_022787801.1
LOC111242884,XM_022787804.1
LOC111242884,XM_022787805.1
LOC111242884,XM_022787803.1
LOC111242884,XM_022787806.1
LOC111242884,XM_022787802.1
LOC111252497,XM_022810517.1
LOC111252497,XM_022810526.1
LOC111252497,XM_022810535.1
LOC111245134,XM_022793100.1
LOC111255613,XM_022817751.1
LOC111255613,XM_022817750.1
LOC111255613,XM_022817752.1
LOC111255613,XM_022817753.1
LOC111252378,XM_022810170.1
LOC111252378,XM_022810160.1
LOC111254190,XM_022814789.1
LOC111254185,XM_022814774.1
LOC111254205,XM_022814841.1
LOC111254205,XM_022814825.1
LOC111254205,XM_022814816.1
LOC111254205,XM_022814848.1
LOC111254205,XM_022814832.1
LOC111254156,XM_022814715.1
LOC111254231,XM_022814861.1
LOC111254163,XM_022814728.1
LOC111254175,XM_022814753.1
LOC111254175,XM_022814762.1
LOC111254169,XM_022814742.1
LOC111254194,XM_022814805.1
LOC111254194,XM_022814798.1
LOC111246914,XM_022797510.1
LOC111246914,XM_022797337.1
LOC111246914,XM_022797428.1
LOC111246804,XM_022797133.1
LOC111246804,XM_022797044.1
LOC111246804,XM_022797226.1
LOC111252391,XM_022810199.1
LOC111252391,XM_022810209.1
LOC111252391,XM_022810227.1
LOC111252391,XM_022810218.1
LOC111252391,XM_022810236.1
LOC111243320,XM_022788679.1
LOC111243320,XM_022788675.1
LOC111243320,XM_022788680.1
LOC111243320,XM_022788676.1
LOC111243320,XM_022788677.1
LOC111243321,XM_022788682.1
LOC111243321,XM_022788681.1
LOC111243321,XM_022788683.1
LOC111243324,XM_022788688.1
